ASIN,Bağlantı Türü,Bellek Teknolojisi,Bilgisayar Bellek Türü,Desteklenen Maksimum Bellek,Ekran Boyutu,Ekran Kartı Arayüzü,Ekran Kartı Açıklaması,Form Faktör,Grafik RAM Türü,Grafik İşlemci Üreticisi,Lityum Batarya Enerji İçeriği,Lityum Batarya Paketi,Lityum İyon Hücre Sayısı,Marka,Optik Sürücü Türü,Ortalama Pil Ömrü (saat),Paket Boyutları,Piller Dahil mi?,Piller:,Price,RAM Boyutu,Sabit Disk Açıklaması,Score,Seri,USB 3.0 Bağlantı Noktası Sayısı,Çözünürlük,Üretici,Ürün Ağırlığı,İşlemci Hızı,İşlemci Markası,İşlemci Sayısı,İşlemci Türü,İşletim Sistemi,Grafik Yardımcı İşlemcisi,Renk,Sabit Sürücü Arabirimi,Sabit Sürücü Boyutu,USB 2.0 Bağlantı Noktası Sayısı,Ürün Boyutları,Donanım Platformu,Ekran Kartı Bellek Boyutu,Ürün Model Numarası,HDMI Bağlantı Noktası Sayısı,Kablosuz Türü,Bellek Saat Hızı,Üretici Artık Üretmiyor,Donanım Arayüzü,Ekran Teknolojisi,Ortalama Pil Ömrü,RAM Bellek Teknolojisi,Model,Lityum Batarya Ağırlığı
B08JGG3SX8,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,26829.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08JCCG44H,"Bluetooth, Wi_fi",So_dimm,DDR4 SDRAM,64.0,17.3,PCI-Express x16,Diğer,Dizüstü,GDDR6,NVIDIA,51.0,Cihazın içinde pil vardır.,3.0,Msi,Yok,,,Evet,3 Lityum polimer pil gereklidir. (piller ürüne dahildir),20519.0,,HDD,,WF75 10TJ-405TR,4.0,1920x1080,MSI COMPUTER,2.2,2.6,Intel,1.0,Core i7,Windows 10,,Gri,,,,26 x 39.7 x 2.31 cm; 2.2 Kilogram,PC,4.0,,,802.11a/b/g/n/ac,2666.0,,,,,,,
B08JC9QHT4,,,SRAM,,12.5,,,Dizüstü Bilgisayar,,,,,,Dynabook,,,,,,17690.0,,SSD,,,,,Elektrinq,,3.5,Intel,4.0,Core i7,Windows 10 Pro,,,USB,1000.0,,,Windows,,,,,,,,,,,,
B08J7W58NV,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,26929.0,64.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08J7W4W2P,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,25229.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,6.0,,,
B08J7NT1S5,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,26179.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08J7LH8WP,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,26279.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08J47NV2V,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,27449.0,64.0,SSD,,,,,Dell Computers,,,Intel,,Xeon,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08J44J59F,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,28379.0,64.0,SSD,,,,,Dell Computers,,,Intel,,Xeon,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08J43XMFC,"USB, HDMI",,,,15.6,,,,,,,,,Dell,,,,,,26429.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08J3ZMPQF,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,26129.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,256.0,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08J3ZF25C,Wifi,,,,,,,,,,,,,Dell,,,,,,27029.0,32.0,SSD,,,,,Dell Computers,,,Intel,,Xeon,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08J3X79H9,"USB, HDMI",,,,15.6,,,,,,,,,Dell,,,,,,34629.0,64.0,SSD,,,,,Dell Computers,1.84,,Intel,,,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08J3SG4ND,Wifi,,,,,,,,,,,,,Dell,,,,,,26529.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,512.0,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08J3R9M68,"USB, HDMI",,,,15.6,,,,,,,,,Dell,,,,,,25929.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,Linux,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt, USB-C",LED,,,,
B08HZ96HDW,"USB, HDMI",,,,,,Nvidia Quadro P620,,,,,,,Dell,,,,,,18729.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Solid State,1000.0,,,,,,,,,,"USB, HDMI, Thunderbolt",,,,,
B08HZ8XSRK,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,16729.0,8.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt",,,,,
B08HZ8TBN4,"USB, HDMI",,DDR4 SDRAM,,,,,Kompakt,,,,,,Dell,,,,,,25179.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10,,,Thunderbolt 3,,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08HZ8KBH3,"USB, HDMI",,DDR4 SDRAM,,15.6,,,Kompakt,,,,,,Dell,,,,,,20229.0,8.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Thunderbolt 3,,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,6.0,DDR4,,
B08HZ8K5D6,"USB, HDMI",,DDR4 SDRAM,,,,Nvidia Quadro T1000,Kompakt,,,,,,Dell,,,,,,19839.0,64.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Thunderbolt 3,1000.0,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08HZ7KDP6,"USB, HDMI",,DDR4 SDRAM,,,,,Kompakt,,,,,,Dell,,,,,,25779.0,32.0,SSD,,,,,Dell Computers,,,Intel,,Xeon,,,,Thunderbolt 3,,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08HZ7GDW2,Wifi,,DDR4 SDRAM,,,,,Kompakt,,,,,,Dell,,,,,,23083.0,16.0,SSD,,,,,Dell Computers,,,Intel,,Xeon,,,,Thunderbolt 3,,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08HZ79C96,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,20779.0,64.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Solid State,1000.0,,,,,,,,,,"USB, HDMI, Thunderbolt",,6.0,,,
B08HZ72YTM,"USB, HDMI",,DDR4 SDRAM,,,,,Kompakt,,,,,,Dell,,,,,,20229.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10,,,Thunderbolt 3,,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08HZ72S84,"USB, HDMI",,,,15.6,,Nvidia Quadro P620,,,,,,,Dell,,,,,,17079.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt",,,,,
B08HZ6XRR2,"USB, HDMI",,DDR4 SDRAM,,15.6,,,Kompakt,,,,,,Dell,,,,,,19279.0,8.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Thunderbolt 3,,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08HZ6RRR8,Wifi,,DDR4 SDRAM,,,,,Kompakt,,,,,,Dell,,,,,,29079.0,64.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10,,,Thunderbolt 3,,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08HZ6RQ8H,"USB, HDMI",,,,,,Nvidia Quadro P520,,,,,,,Dell,,,,,,18079.0,32.0,SSD,,,,,Dell Computers,,,Intel,,Core i7,,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt",,,,,
B08HZ6QN57,"USB, HDMI",,DDR4 SDRAM,,,,,Kompakt,,,,,,Dell,,,,,,28429.0,64.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10,,,Thunderbolt 3,,,,,4.0,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08HZ6Q3TX,"USB, HDMI",,DDR4 SDRAM,,15.6,,,Kompakt,,,,,,Dell,,,,,,18229.0,32.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Thunderbolt 3,,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08HZ6PJDF,"USB, HDMI",,DDR4 SDRAM,,15.6,,,Kompakt,,,,,,Dell,,,,,,17998.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,,,,Thunderbolt 3,,,,,4.0,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08HZ6FQ8D,"USB, HDMI",,DDR4 SDRAM,,,,,Kompakt,,,,,,Dell,,,,,,26579.0,32.0,SSD,,,,,Dell Computers,,,Intel,4.0,Xeon,,,,Thunderbolt 3,,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08HZ6DWF4,"USB, HDMI",,DDR4 SDRAM,,,,,Kompakt,,,,,,Dell,,,,,,27679.0,64.0,SSD,,,,,Dell Computers,,,Intel,,Xeon,,,,Thunderbolt 3,,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,6.0,DDR4,,
B08HZ6C548,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,16372.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10,,,Solid State,,,,,4.0,,,,,,"USB, HDMI, Thunderbolt",,,,,
B08HZ638YH,"USB, HDMI",,DDR4 SDRAM,,,,,Kompakt,,,,,,Dell,,,,,,22512.0,16.0,SSD,,,,,Dell Computers,,,Intel,,Atom,,,,Thunderbolt 3,,,,,,,,,,,"USB, HDMI, Thunderbolt",OLED,,DDR4,,
B08HXPG9CW,,,,,,,,,,,,,,Dell,,,10 x 10 x 5 cm; 1 Kilogram,,,13551.0,,,,TFVPF,,,Dell Computers,1.0,,,,,,,,,,,,,,TFVPF,,,,,,,,,,
B08HSHX9R3,"USB, HDMI",,,,,,,,,,,,,Dell,,,,,,16030.0,16.0,SSD,,,,,Dell Computers,,,Intel,,,Windows 10,,,Solid State,,,,,,,,,,,"USB, HDMI, Thunderbolt",,,,,
B08HQ2YCFP,,,,,15.6,,,Dizüstü Bilgisayar,,,,,,HP,,,,,,7283.0,8.0,SSD,,,,,HP,,,Intel,,Core i7,,,,,,,,,8.0,,,,,,,,,,,
B08HL813ZC,,,PC-100 SDRAM Memory,,,,,,,,,,,,,,,,,5499.0,8.0,,3.0,,,,Lenovo,,2.1,Intel,4.0,Ryzen 5 2500U,DOS,,,Serial ATA,1000.0,,,Windows,,,,,,Hayır,,,,,,
B08H7ZBYXK,Bluetooth,,DDR4 SDRAM,16.0,16.1,Tümleşik,Integriert,Dizüstü Bilgisayar,DDR4 SDRAM,AMD,56.0,Cihazın içinde pil vardır.,1.0,HONOR,Yok,,,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),8526.0,16.0,SSD,4.6,MagicBook Pro,,1920x1080,HONOR,1.7,,AMD,6.0,,Windows 10 Home,,Gri (Space Gray),Solid State,16.0,,36.9 x 23.4 x 1.69 cm; 1.7 Kilogram,,,53011GXD,1.0,"5 GHz Radyo Frekansı, 2,4 GHz Radyo Frekansı",,,,,,,,
B08H5FG18R,Wifi,,,,13.3,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,17129.0,16.0,SSD,,,,4K,Dell Computers,,,Intel,4.0,,Windows 10 Pro,,,Solid State,,,,,,,,,,,,,,,,
B08H5DPQ4F,Wifi,,,,13.3,,,Dizüstü Bilgisayar,,,,,,Dell,,,,,,16379.0,16.0,SSD,,,,4K,Dell Computers,,,Intel,4.0,,Windows 10 Pro,,,Solid State,,,,,,,,,,,,,,,,
B08GSP7V3B,,,,,,,,,,,,,,HP,,,,,,6299.0,8.0,SSD,,,,,HP,,,,,,,,,Solid State,,,,,,,,,,,,,,,,
B08G5LNBN1,Wi-Fi,DDR4,DDR4 SDRAM,,15.6,,,Katlanır,,NVIDIA,51.0,Cihazın içinde pil vardır.,1.0,Msi,Yok,6.0,,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),18180.0,16.0,SSD,,,,1920x1080,MSI COMPUTER,1.86,2.6,Intel,6.0,,Windows 10 Pro,,,Solid State,512.0,,36 x 2 x 25 cm; 1.86 Kilogram,,,WF65 10TJ-826TR,1.0,801.11ac,,,,,,,,
B08G5KLLZP,Wi-Fi,DDR4,DDR4 SDRAM,,15.6,,Nvidia GeForce RTX 2070,Katlanır,,NVIDIA,51.0,Cihazın içinde pil vardır.,1.0,Msi,Yok,6.0,,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),16529.0,16.0,SSD,,,,1920x1080,MSI COMPUTER,2.3,2.6,Intel,6.0,,Windows 10 Home,,,Solid State,1000.0,,36 x 2.8 x 25 cm; 2.3 Kilogram,,6.0,GL65 LEOPARD 10SER-415TR,1.0,801.11ac,,,,,,,,
B08FXQQ4SJ,,,,,14,,Intel UHD Grafik,"Kompakt, Dizüstü Bilgisayar",,,,,,Mobile Pixels,,,,,,2481.0,,,3.5,"Trio Max 14 """,,1920x1080,Mobile Pixels,849.0,,,,,,,Siyah,,,,35 x 2 x 24 cm; 849 gram,,,"Trio Max 14 """,,,,,,,,,,
B08FF8PF11,,,DDR SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Msi,,,,,,11629.0,16.0,SSD,,,,1920x1080,MSI COMPUTER,1.86,,,,,,,,Solid State,,,,,,,,,,,,,7.0,DDR,,
B08FF7Z4VP,,,DDR SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Msi,,,,,,12779.0,32.0,SSD,,,,1920x1080,MSI COMPUTER,1.86,,,,,,,,Solid State,,,,,,,,,,,,,7.0,DDR,,
B08FF7VRLJ,,,DDR SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Msi,,,,,,12979.0,16.0,"SSD, HDD",,,,1920x1080,MSI COMPUTER,1.86,,,,,,,,Solid State,,,,,,,,,,,,,7.0,DDR,,
B08FF7DZR4,,,DDR SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Msi,,,,,,11079.0,8.0,SSD,,,,1920x1080,MSI COMPUTER,1.86,,,,,,,,Solid State,,,,,,,,,,,,,7.0,DDR,,
B08FF6JZLF,,,DDR SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Msi,,,,,,12779.0,32.0,SSD,,,,1920x1080,MSI COMPUTER,1.86,,,,,,,,Solid State,,,,,,,,,,,,,7.0,DDR,,
B08FF5S8GK,,,DDR SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Msi,,,,,,12229.0,32.0,"SSD, HDD",,,,1920x1080,MSI COMPUTER,1.86,,,,,,,,Solid State,,,,,,,,,,,,,7.0,DDR,,
B08FF5JTD2,,,DDR SDRAM,,,,,Dizüstü Bilgisayar,,,,,,Msi,,,,,,12679.0,8.0,"SSD, HDD",,,,1920x1080,MSI COMPUTER,1.86,,,,,,,,Solid State,,,,,,,,,,,,,7.0,DDR,,
B08DKHHQ8Q,,,,,14,Tümleşik,,,,,53.0,Cihazın içinde pil vardır.,1.0,Acer,,,42.2 x 30.6 x 6.4 cm; 1.2 Kilogram,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),6282.0,8.0,,,Acer Swift 3 (SF314-41,,,Acer,1.2,,,4.0,,Windows 10,,,,,2.0,,,,NX.HFDEG.00C,,,,,,,,,,
B08D3JRVPC,,DDR4,,,,,,,,,,,,,,,,,,10899.0,16.0,HDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08CY453Q8,,,DDR4 SDRAM,,17.3,Tümleşik,,,,,36.7,Cihazın içinde pil vardır.,2.0,Acer,,,55.6 x 35 x 9 cm; 4.14 Kilogram,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),13455.0,16.0,,,AN517-52-7335,,,Acer,4.14,,,6.0,,Windows 10 Home,,,,,,,,,NH.Q8KEV.00G,,,,,,,,,,
B08CXD7FH4,,,DDR DRAM,,15.6,,AMD Radeon,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,5929.0,8.0,SSD,,,,,Lenovo,,2.6,AMD,1.0,Ryzen 5 2500U,DOS,,,,512.0,,,Fire OS,,,,,,,,,,,,
B08CVVGNWY,"USB, Wifi",,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,7779.0,16.0,SSD,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",LED,,,,
B08CVSPG8R,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,7379.0,8.0,SSD,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08CVRVQXF,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,8579.0,32.0,,,,,,Lenovo,,,Intel,,,,,,,,,,,2.0,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08CL3TV1W,,DDR,,16.0,15.6,Tümleşik,GTX 1650,,DDR DRAM,NVIDIA,,,,Dell,Yok,,42.6 x 30.4 x 13.8 cm; 4.46 Kilogram,,,24915.0,4.0,Flaş Bellek Katı Hal,,Core i7-10750H,1.0,,Dell Computers,4.46,3.4,Nvidia,4.0,Core i7,Windows 10 Pro,,,Solid State,,2.0,,,4.0,,,,,,,,,,,
B08CKP2MWG,USB,,DDR4 SDRAM,,14,,Paylaşımlı,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,8379.0,8.0,SSD,,,,1920x1080,Lenovo,,,Intel,,,Windows 10 Pro,,,,,,,,,,,802.11bgn,,,USB-C,LED,,DDR4,,
B08CKDSMNL,"Bluetooth, USB, Ethernet, HDMI",,,,,,Paylaşımsız,Dizüstü Bilgisayar,,,,,,HP,,,,,,6599.0,8.0,SSD,,,,1920x1080,HP,,,Intel,4.0,,,,,Solid State,,,,,,,,802.11bgn,,,"Bluetooth, Güvenli Dijital Kart, USB, Ethernet, HDMI, USB 2.0",,,,,
B08CDXLPQ1,"USB, Wifi",,,,,,,,,,,,,Lenovo,,,,,,7279.0,8.0,,,,,,Lenovo,,,Intel,,,,,,,,,,,,,,Bluetooth,,,"USB, USB 2.0",,,,,
B08BGK8Y9Z,,,DDR4 SDRAM,,15,Tümleşik,,"Dizüstü Bilgisayar, Ultrabook",,,42.0,Cihazın içinde pil vardır.,1.0,,,,47.5 x 27.94 x 7.11 cm; 2.28 Kilogram,Evet,1 Lityum polimer pil gereklidir. (piller ürüne dahildir),7899.0,256.0,SSD,,,,,Huawei,2.28,2.1,Intel,4.0,Intel Core i5,Windows 10,,,USB 3.0,256.0,2.0,,Windows,,53011CFY,,,,,,,,,,
B08BGFZB46,,,DDR4 SDRAM,,15,PCI-E,,,,,42.0,Cihazın içinde pil vardır.,1.0,,,,47.5 x 28 x 28 cm; 2.24 Kilogram,Evet,1 Lityum polimer pil gereklidir. (piller ürüne dahildir),7399.0,512.0,SSD,,,,,Huawei,2.24,2.1,AMD,4.0,AMD Ryzen 7,,,,USB 3.0,512.0,2.0,,Windows,,53010WWF,,,,,,,,,,
B08933SSDG,,,DDR4 SDRAM,,15.6,PCI-E,,,,,69.0,Cihazın içinde pil vardır.,6.0,HP,,,,Evet,1 Lityum polimer pil gereklidir. (piller ürüne dahildir),14350.0,16.0,,,16F75EA,,,HP,2.65,,,6.0,,Windows 10 Home,,Schwarz,,,,26 x 36 x 2.04 cm; 2.65 Kilogram,PC,,16F75EA,,802.11ax,2933.0,,,,,,,
B089216MSF,,,,,15.6,,,,,,,,,Lenovo,,,,,,19979.0,16.0,,,,,,Lenovo,2.45,,,,,,,,,,,,,,,,,,,,,,,,
B088NBTYNG,,,,,,,,,,,,,,HP,,,,,,5540.0,8.0,SSD,,,,,HP,,,,,,,,,Solid State,,,,,,,,,,,,,,,,
B088MDCBRF,Wi-Fi,,,,13,,,Notebook,,,54.5,Cihazın içinde pil vardır.,1.0,Apple,Yok,10.0,,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),18500.0,16.0,SSD,,,3.0,2560x1600,Apple Computer,1.37,2.0,Intel,4.0,,Mac OS X,,Uzay Grisi,Solid State,512.0,,21.24 x 30.41 x 1.56 cm; 1.37 Kilogram,,,MWP42TU/A,,802.11ac,,,,,,,,
B088MD8T9X,Wi-Fi,,,,13,,,Notebook,,,54.5,Cihazın içinde pil vardır.,1.0,Apple,Yok,10.0,,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),13129.0,8.0,SSD,,,3.0,2560x1600,Apple Computer,1.37,1.4,Intel,4.0,,Mac OS X,,Uzay Grisi,Solid State,256.0,,21.24 x 30.41 x 1.49 cm; 1.37 Kilogram,,,MXK32TU/A,,802.11ac,,,,,,,,
B088MBZ6FS,Wi-Fi,,,,13,,,Notebook,,,54.5,Cihazın içinde pil vardır.,1.0,Apple,Yok,10.0,,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),14980.0,8.0,SSD,,,3.0,2560x1600,Apple Computer,1.37,1.4,Intel,4.0,,Mac OS X,,Uzay Grisi,Solid State,512.0,,21.24 x 30.41 x 1.49 cm; 1.37 Kilogram,,,MXK52TU/A,,802.11ac,,,,,,,,
B088MBY6VH,Wi-Fi,,,,13,,,Notebook,,,54.5,Cihazın içinde pil vardır.,1.0,Apple,Yok,10.0,,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),19479.0,16.0,SSD,,,3.0,2560x1600,Apple Computer,1.37,2.0,Intel,4.0,,Mac OS X,,Gümüş,Solid State,1000.0,,21.24 x 30.41 x 1.56 cm; 1.37 Kilogram,,,MWP82TU/A,,802.11ac,,,,,,,,
B088MBCRKK,Wi-Fi,,,,13,,,Notebook,,,54.5,Cihazın içinde pil vardır.,1.0,Apple,Yok,10.0,,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),13756.0,8.0,SSD,,,3.0,2560x1600,Apple Computer,1.37,1.4,Intel,4.0,,Mac OS X,,Gümüş,Solid State,512.0,,21.24 x 30.41 x 1.49 cm; 1.37 Kilogram,,,MXK72TU/A,,802.11ac,,,,,,,,
B088MB7R1G,Wi-Fi,,,,13,,,Notebook,,,54.5,Cihazın içinde pil vardır.,1.0,Apple,Yok,10.0,,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),18701.0,16.0,SSD,,,3.0,2560x1600,Apple Computer,1.37,2.0,Intel,4.0,,Mac OS X,,Gümüş,,512.0,,21.24 x 30.41 x 1.56 cm; 1.37 Kilogram,,,MWP72TU/A,,802.11ac,,,,,,,,
B087V24KZ3,,,SODIMM,,,,Nvidia Geforce,,,,,,,Asus,,,,,,7379.0,8.0,SSD,,,,,Asus,,2.3,AMD,4.0,AMD Ryzen 7,DOS,,,Solid State,512.0,,,Bilgisayar,,,,,,,,,,,,
B087V23YHR,Wi-Fi,,,,,,,Dizüstü Bilgisayar,,,,,,Lenovo,,,,,,12897.0,8.0,SSD,,,,,Lenovo,,,,6.0,,Windows 10,,,,256.0,,,,,,,,,,,,,,,
B0877CNBS9,Wi-Fi,DDR4,DDR4 SDRAM,,17.3,,,Notebook,,NVIDIA,82.0,Cihazın içinde pil vardır.,1.0,Msi,Yok,6.0,,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),22328.0,32.0,SSD,,CREATOR 17 A10SE-272TR,,3840x2160,MSI COMPUTER,2.6,2.3,Intel,6.0,,Windows 10,,Gri,Solid State,512.0,,40 x 20 x 26 cm; 2.6 Kilogram,,6.0,CREATOR 17 A10SE-272TR,1.0,801.11ac,,,,,,,,
B0874WD7J1,,DDR4,SODIMM,,17.3,,,,,NVIDIA,41.0,Piller cihazla birlikte paketlenmiştir,4.0,,,,52 x 40.9 x 25 cm; 6.38 Kilogram,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),9099.0,8.0,SSD,,,,1920x1080,Monster,6.38,2.5,Intel,6.0,Intel Core i7,DOS,,,Solid State,250.0,,,Dos,,Abra A7 V11.2,,,,,,,,,,0.6
B0874VZR5W,,DDR4,SODIMM,,17.3,,,,,NVIDIA,41.0,Piller cihazla birlikte paketlenmiştir,4.0,,,,51.5 x 41.4 x 25.5 cm; 6.37 Kilogram,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),9499.0,8.0,SSD,3.0,,,1920x1080,Monster,6.37,2.5,Intel,1.0,Core i7,DOS,,,Solid State,512.0,,,Dos,,Abra A7 V11.2.1,,,,,,,,,,0.6
B0874VY4R8,,DDR4,SODIMM,,17.3,,,,,NVIDIA,41.0,Piller cihazla birlikte paketlenmiştir,4.0,,,,52 x 40.9 x 25 cm; 2.5 Kilogram,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),10399.0,8.0,SSD,5.0,,,1920x1080,Monster,2.5,2.5,Intel,1.0,Core i7,DOS,,,Solid State,512.0,,,Dos,,Abra A7 V11.3.1,,,,,,,,,,0.6
B0874VCND7,,DDR4,SODIMM,,17.3,,,,,NVIDIA,41.0,Piller cihazla birlikte paketlenmiştir,4.0,Monster,,,,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),9999.0,8.0,SSD,5.0,,,1920x1080,Monster,2.5,2.5,Intel,6.0,Intel Core i7,DOS,,Black,Solid State,250.0,,39.57 x 26.08 x 3 cm; 2.5 Kilogram,PC,,Abra A7 V11.3,,,,,,,,,,0.6
B0874MVVK9,,DDR4,SODIMM,,15.6,,,,,NVIDIA,41.0,Piller cihazla birlikte paketlenmiştir,4.0,,,,51.5 x 40.9 x 25.2 cm; 5.58 Kilogram,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),9699.0,8.0,SSD,5.0,,,1920x1080,Monster,5.58,2.5,Intel,6.0,Intel Core i7,DOS,,,Solid State,500.0,,,Dos,,Abra A5 V15.8.1,,,,,,,,,,0.6
B086ZTYJFS,,,DDR4 SDRAM,,14,,,,,,,,,,,,41 x 28 x 7 cm; 1.38 Kilogram,,,7499.0,8.0,SSD,,,,,Huawei,1.38,2.1,AMD,1.0,AMD Ryzen 7,,,,USB 3.0,512.0,,,Windows,,53010WXK,,,,,,,,,,
B086XYMSR5,Wi-Fi,,,,13.3,,,Notebook,,,30.0,Cihazın içinde pil vardır.,1.0,Apple,Yok,11.0,,Evet,1 Ürüne özel pil gereklidir. (piller ürüne dahildir),12949.0,4.0,SSD,,,2.0,2560x1600,Apple Computer,1.29,1.1,Intel,2.0,,Mac OS X,,Space Grey,,,,21.24 x 30.41 x 1.61 cm; 1.29 Kilogram,,,MVH22TU/A,,802.11ac,,,,,,,,
