ASIN,Ekran Boyutu,Form Faktör,Grafik Yardımcı İşlemcisi,Grafik İşlemci Üreticisi,Marka,Paket Boyutları,Price,RAM Boyutu,Renk,Sabit Disk Açıklaması,Sabit Sürücü Arabirimi,Score,Üretici,Ürün Ağırlığı,İşlemci Markası,Bağlantı Türü,Bellek Teknolojisi,Bilgisayar Bellek Türü,Desteklenen Maksimum Bellek,Ekran Kartı Arayüzü,Ekran Kartı Açıklaması,Grafik RAM Türü,Lityum Batarya Enerji İçeriği,Lityum Batarya Paketi,Lityum İyon Hücre Sayısı,Optik Sürücü Türü,Ortalama Pil Ömrü (saat),Piller Dahil mi?,Piller:,Seri,USB 3.0 Bağlantı Noktası Sayısı,Çözünürlük,İşlemci Hızı,İşlemci Sayısı,İşlemci Türü,İşletim Sistemi,Lityum Batarya Ağırlığı,Lityum Metal Hücre Sayısı,Sabit Sürücü Boyutu,USB 2.0 Bağlantı Noktası Sayısı,Ürün Model Numarası,Donanım Platformu,Ekran Kartı Bellek Boyutu,Ürün Boyutları,Kablosuz Türü,Bellek Saat Hızı,Ekran Çözünürlüğü,Üretici Artık Üretmiyor,HDMI Bağlantı Noktası Sayısı,Ekran Teknolojisi,RAM Bellek Teknolojisi,Önemli Özellikler,İnsan Arayüz Girdisi,Üretici Referansı,Audio Details,Voltaj,Watt Değeri,Donanım Arayüzü,Ortalama Pil Ömrü,Yüklü Flash Belleğin Boyutu,Dizüstü Bilgisayar Ekran Teknolojisi,Ek Sürücüler,Dahili Hafıza,Average Battery Standby Life (in hours),Front Webcam Resolution,Model,Parça Numarası,Pil Gerekli,Piller Dahil,Sıvı Madde İçerir,Bağlantı Noktası Sayısı,Model Year,Otomatik Odaklama Var,Programlanabilir Düğmeler,USB Bağlantı Noktası Sayısı,Yatay Çözünürlük,Klavye Dili ve Düzeni,Sabit Disk Dönüş Hızı,Cihaz Türü,İşlemci Yuvası,Pil Hücre Bileşimi,Rear Webcam Resolution,Adet,Model Adı,Şarj Edilebilir Pil Dahil,Dijital Depolama Kapasitesi,Renkli Ekran,En-Boy Oranı,Yanıt Süresi,Bluetooth Teknolojisini Destekler,Hücresel Teknoloji,Lityum Batarya Voltajı,Battery Charge Time (in hours),Uzaktan Kumanda Dahil,Hoparlör Çıkış Kanalı Sayısı,Desteklenen Yazılımlar,Pil Açıklaması,Mikrofon Bağlantı Noktası Sayısı,Kart Okuyucu,Dil:,Güç Kaynağı,Model Numarası,Üretici Parça Numarası
B07YNJ5L9Y,12.3 İnç,,,,Microsoft,,"₺22.077,90",16 GB,,SSD,Solid State,"4,5 / 5 yıldız",Microsoft,,Intel,USB,,Bilinmeyen,,Tümleşik,,,,,,,,,,,,,,1,,Windows 10,,,,,VNX-00016,,,32.36 x 23.09 x 4.85 cm; 771.11 gram,,,,,,,,,Dokunmatik Ekran,,,,,"Katı Hal Sürücü, USB, USB-C",10.5 Saat,256,,,256 GB,,,VNX-00016,VNX-00016,Evet,Evet,,,2018,,,,,,,,,,,,,,256 GB,Hayır,,,,,,,,,,,,,,,,
B07YNJ53F2,12.3 İnç,,,,Microsoft,,"₺19.346,90",16 GB,,SSD,Solid State,"4,5 / 5 yıldız",Microsoft,,Intel,USB,,Bilinmeyen,,Tümleşik,,,,,,,,,,,,,,1,Core i7,,,,,,VNX-00001,,,20.07 x 0.84 x 29.21 cm; 771.11 gram,,,,,,,,,Dokunmatik Ekran,,,,,"USB, USB-C",10.5 Saat,256,,,256 GB,,,VNX-00001,VNX-00001,Evet,Evet,,5,2018,,,,,,,,,,,,,,265 GB,,,,,,,,,,,,,,,,,
B07YNJ1LKB,13 İnç,,,,Microsoft,,"₺16.715,20",256 GB,,Katı Hal Sürücüsü (SSD),Solid State,"4,2 / 5 yıldız",Microsoft,,,Wi-Fi,,Bilinmeyen,,,,,,,,,,,,,,,,1,,Windows 10,,,,,MNY-00001,,,20.83 x 28.7 x 0.71 cm; 771.11 gram,802.11ac,,,,,,,,Dokunmatik Ekran,,,,,Katı Hal Sürücü,9 Saat,256 GB,,,256 GB,,,MNY-00001,MNY-00001,Evet,Evet,,,,Hayır,Hayır,2,,,,,,,,,,,256 GB,,,,,,,,,,,,,,,,,
B07YNHZ9ZN,12.3 İnç,,,,Microsoft,,"₺27.081,00",16 GB,,SSD,Solid State,"4,4 / 5 yıldız",Microsoft,,Intel,USB,,Bilinmeyen,,Tümleşik,Intel Irıs Plus Grafik,,,,,,,,,,,,,1,,,,,512 GB,,VAT-00016,,,32.36 x 23.09 x 4.85 cm; 771.11 gram,Bluetooth,,,,,,,,Dokunmatik Ekran,,,,,"USB, USB-C",10.5 Saat,512,,,512 GB,,,VAT-00016,VAT-00016,Evet,Evet,,5,2019,,,,,,,,,,,,,,512 GB,Hayır,,,,,,,,,,,,,,,,
B07YNHXX8D,12.3 İnç,,,,Microsoft,,"₺12.859,70",8 GB,,SSD,Solid State,"4,4 / 5 yıldız",Microsoft,,Intel,"USB, Wifi",,Bilinmeyen,,Tümleşik,,,,,,,,,,,,,,1,,Windows 10,,,1 TB,,VDV-00001,,,32.36 x 23.09 x 4.85 cm; 771.11 gram,Bluetooth,,,,,,,,Dokunmatik Ekran,,,,,"Bluetooth, USB, USB-C",10.5 Saat,128,,,128 GB,,,VDV-00001,VDV-00001,Evet,Evet,,2,2019,,,2,,,,2si 1 Arada,,,,,,,128 GB,,,,,,,,,,,,,,,,,
B07YNHPFNB,12.3 İnç,,,,Microsoft,,"₺32.581,40",16 GB,,SSD,Solid State,"3,8 / 5 yıldız",Microsoft,,Intel,USB,,Bilinmeyen,,Tümleşik,,,,,,,,,,,,,,1,Core i7,,,,1 TB,,VDX-00001,,,32.36 x 23.09 x 4.85 cm; 771.11 gram,,,,,,,,,Dokunmatik Ekran,,,,,"USB, USB-C",10.5 Saat,1 GB,,,1000 GB,,,VDX-00001,VDX-00001,Evet,Evet,,,2019,Hayır,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07Y5PWSR1,15.6 İnç,Notebook,,,Dell,,"₺16.231,79",8 GB,,SSD,,,Dell Computers,3.62 kg,Intel,Wi-Fi,,,,,,,,,,Hayır,9 Saat,,,8850H,,1920 x 1080 piksel,2.6 GHz,6,Core i7,Windows 10,,,,1,KU001DLL037,,,3 x 37 x 25 cm; 3.62 Kilogram,802.11ac,,1920 x 1080 piksel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07VVMF4SL,0.1,,,Nvidia,Lenovo,,"₺33.700,00",,,SSD,Solid State,,Lenovo,1.47 kg,Intel,,,Bilinmeyen,,Tümleşik,,,,,,,,Hayır,,Lenovo Thinkpad,,,,1,,Windows 10 Pro,,,,1,20RH000YUS,,,33.02 x 22.61 x 1.78 cm; 1.47 Kilogram,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07VB2KH3H,14 İnç,,,,Asus,,"₺12.800,00",8 GB,,SSD,Solid State,"4,5 / 5 yıldız",Asus,,,,,DDR4 SDRAM,,Tümleşik,,,,,,,,,,,,,,4,,Windows 10,,,,,S432FA-AB74,,,32.26 x 21.08 x 1.78 cm; 1.45 Kilogram,"Bluetooth, 802.11b/n/ac",,,,,LED,,,"Dokunmatik Ekran, Klavye",,,,,"USB, HDMI",6 Saat,512,,,8 GB,,,S432FA-AB74,S432FA-AB74,Evet,Evet,,5,2019,Hayır,Hayır,4,,,,,,,,,,,,,16:9,,,,,,,,,,,,,,,
B07VB2K83B,15.6 İnç,,,,Asus,,"₺10.709,10",8 GB,,SSD,,"4,5 / 5 yıldız",Asus,,Intel,USB,,DDR4 SDRAM,,Tümleşik,,,,,,,,,,,,,,4,,Windows 10,,,,,S512FA-DB51,,,35.81 x 23.11 x 1.8 cm; 1.8 Kilogram,"Bluetooth, 802.11b/n/ac",,,,,LED,DDR4,,Klavye,,,,,"USB, HDMI",,256,,,8 GB,,,S512FA-DB51,S512FA-DB51,Evet,Evet,,5,2019,,,4,,,,,,,,,,,,,16:9,,,,,,,,,,,,,,,
B07TFRDKFX,13.3 İnç,,,Intel,Dell,,"₺6.720,01",8 GB,,SSD,,,Dell Computers,2 kg,Intel,,,,8 GB,Tümleşik,Integrated,DDR3L-1600 SDRAM,50 Vat Saat,Cihazın içinde pil vardır.,4,No Optical Drive,,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),,,1366 x 768 Pixels,,4,,Windows 10 Home,,,,1,NGFTT,,,30.76 x 20.45 x 1.49 cm; 2 Kilogram,,2133 MHz,,,,,,,,,,7.6 Volts,2 watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07S8LQQGB,,,,,,,"₺8.500,00",8 GB,,SSD,Solid State,1 / 5 yıldız,hp,,Intel,,,DDR SDRAM,,,,,,,,,,,,,,,2.4 GHz,1,Core i5,Windows 10 Home,,,256 GB,,,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07RG871Q7,14 İnç,Dizüstü Bilgisayar,,Intel,Lenovo,,"₺11.654,15",8 GB,,SSD,Serial ATA,,LENOVO IBM THINKPAD,1.5 kg,Intel,"Bluetooth, Wi-Fi",DDR4,SDRAM,8 GB,Tümleşik,Unbekannt,DDR4 SDRAM,62.2 Vat Saat,Cihazın içinde pil vardır.,2,Keine,12 Saat,Hayır,1 Lityum İyon pil gereklidir.,20N3000KGE,,1.920 x 1.080 Pixels,,1,,Windows,,,256 GB,1,126959,PC,,32.9 x 22.7 x 1.89 cm; 1.5 Kilogram,Bluetooth,2400 MHz,,,,,,,,,,,2 watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07L5R48FL,,,,,Lenovo,,"₺17.929,00",8 GB,,SSD,,,Üretici : Lenovo,,,,,,,,,,,,,,,,,,,,3 GHz,8,Core i7,FreeDos,,,256 GB,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
B07K2F1S4N,13.5 İnç,Dizüstü Bilgisayar,,,Microsoft,,"₺13.999,00",8 GB,,SSD,,"4,7 / 5 yıldız",Microsoft,,Intel,Wifi,,DDR DRAM,,Tümleşik,,,,,,,,,,,,,,2,Core i5,Windows 10,,,250 GB,,DAG-00114,,,34.29 x 5.08 x 25.4 cm; 1.25 Kilogram,802.11ac,,,,,,,Kart Okuyucu,Dokunmatik Ekran,,,,,"Bluetooth, Mini-DisplayPort, USB 3.0",,,,,256 GB,,,DAG-00114,DAG-00114,Evet,Evet,,2,2018,,,,,,,,,,,,,,256 GB,,,,,,,,,,,,,,,,,
B07K28XWGG,13.5 İnç,Dizüstü Bilgisayar,,,Microsoft,33.8 x 25.3 x 5 cm; 1.28 Kilogram,"₺20.341,40",8 GB,,,,"4,5 / 5 yıldız",Microsoft,,,Wifi,,DDR SDRAM,,AGP,,,,,,,,,,,,,,4,,,,,256 GB,,DAJ-00092,,,,,,,,,,,,Dokunmatik Ekran,,,,,,9 Saat,256,,,256 GB,,,DAJ-00092,DAJ-00092,Evet,Evet,,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07JL2N2DK,10 İnç,,,,Microsoft,,"₺9.447,80",4 GB,,,,"4,2 / 5 yıldız",Microsoft,,Intel,,,,,Tümleşik,,,,,,,,,,,,,,2,Pentium,Windows 10,,,,,MKK-00001,,,24.51 x 17.53 x 0.84 cm; 453.59 gram,802.11abg,,,,,,,Dokunmatik Ekran,Dokunmatik Ekran,,,,,USB-C,9 Saat,128 GB,,,128 GB,,,MKK-00001,MKK-00001,Evet,Evet,,,,Hayır,Hayır,1,,,,,,,,,,,,,16:9,5 Milliseconds,,,,,,,,,,,,,,
B07JGZKV8M,17.3 İnç,Notebook,Nvidia,Nvidia,Casper,,"₺10.985,25",16 GB,Gri,Hibrit,Solid State,,Casper,5.48 kg,Intel,Wi-Fi,,DDR4 SDRAM,,PCI-E,Nvidia_geforce_gtx_1050,DDR5 SDRAM,,,,Hayır,6 Saat,,,G850.8750-B5G0A,3,1920*1081,2.2 GHz,6,Core i7,Windows 10,,,1 TB,,G850.8750-B5G0A,,4 GB,42 x 29 x 3.7 cm; 5.48 Kilogram,801.11ac,,1920*1081,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07JCY64NJ,17.3 İnç,Notebook,GeForce,Nvidia,Casper,,"₺12.741,65",32 GB,Gri,SSD,Solid State,,Casper,5.48 kg,Intel,Wi-Fi,,DDR4 SDRAM,,Tümleşik,Nvidia_geforce_gtx_1060,DDR5 SDRAM,,,,Hayır,10 Saat,Evet,,G860.8750-D690X,3,1920*1080,2.2 GHz,6,Core i7,Yok,,,1 TB,,G860.8750-D690X,Windows,6 GB,38 x 26 x 3.7 cm; 5.48 Kilogram,802.11a,,1920*1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07J9JS46R,17.3 İnç,Notebook,GeForce,Nvidia,Casper,,"₺12.251,73",32 GB,Gri,Hibrit,Solid State,,Casper,5.8 kg,Intel,Wi-Fi,,DDR4 SDRAM,,PCI-E,Nvidia_geforce_gtx_1060,DDR5 SDRAM,,,,Hayır,10 Saat,Evet,,G860.8750-D690A,3,1920*1080,2.2 GHz,6,Core i7,Windows 10,,,1 TB,,G860.8750-D690A,Windows,6 GB,38 x 26 x 3.7 cm; 5.8 Kilogram,801.11ac,,1920*1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07HZPCWD8,12.3 İnç,,,,Microsoft,,"₺12.263,00",8 GB,,,,"4,5 / 5 yıldız",Microsoft,,,Wi-Fi,,DDR3 SDRAM,,Bilinmeyen,,,,,,,,,,,,,,4,,Windows 10,,,,,LGP-00001,,,29.21 x 20.07 x 0.84 cm; 1.6 Kilogram,"802.11a/b/g/n/ac, 802.11abg, 802.11a/b/g/n, 802.11a",,,,,,,"Bluetooth, Kamera",Dokunmatik Ekran,,,,,,,128 GB,,,128 GB,,,LGP-00001,LGP-00001,Evet,Evet,,,,,,1,,,,,,,,,,Hayır,128 GB,,16:9,4 Milliseconds,Evet,4g,,,,,,,,,,,,
B07HZPCWCZ,13.5 İnç,Dizüstü Bilgisayar,,,Microsoft,,"₺15.999,00",8 GB,,SSD,,"4,3 / 5 yıldız",Microsoft,,Intel,,,Bilinmeyen,,AGP,,,,,,,,,,,,,,4,,Windows 10,,,256 GB,,LQQ-00038,,,30.81 x 22.33 x 2.44 cm; 1.28 Kilogram,"802.11a/b/g/n/ac, 802.11abg, 802.11a/b/g/n, 802.11a",,,,,,,,Dokunmatik Ekran,,,,,"Mini-DisplayPort, USB 3.0",,256,,,256 GB,,,LQQ-00038,LQQ-00038,Evet,Evet,,2,2004,,,1,,,,Notebook,,,,,,,,,16:9,4 Milliseconds,,,,,,,,,,,,,,
B07HZN87JR,13.5 İnç,Dizüstü Bilgisayar,,,Microsoft,,"₺13.999,00",8 GB,,,,"4,1 / 5 yıldız",Microsoft,,Intel,,,Bilinmeyen,,AGP,,,,,,,,,,,,,,4,Core i5,,,,,,LQN-00038,,,30.81 x 22.33 x 2.44 cm; 1.25 Kilogram,"802.11a/b/g/n/ac, 802.11abg, 802.11a/b/g/n, 802.11a",,,,,,,,Dokunmatik Ekran,,,,,"Mini-DisplayPort, USB 3.0",,256,,,256 GB,,,LQN-00038,LQN-00038,Evet,Evet,,,2004,,,1,,,,,,,,,,,,,16:9,4 Milliseconds,,,,,,,,,,,,,,
B07HZLK5H7,13.5 İnç,Dizüstü Bilgisayar,,,Microsoft,,"₺27.356,40",16 GB,,SSD,,"4,3 / 5 yıldız",Microsoft,,Intel,,,Bilinmeyen,,AGP,,,,,,,,,,,,,,4,Core i7,Windows 10,,,1 TB,,NAE-LQU-00001,,,30.81 x 22.33 x 2.44 cm; 1.28 Kilogram,,,,,,,,,Dokunmatik Ekran,,,,,,,1000,,,16 GB,,,NAE-LQU-00001,LQU-00001,Evet,Evet,,2,2004,,,1,,,,Notebook,,,,,,,,,16:9,4 Milliseconds,,,,,,,,,,,,,,
B07HZL1NX4,12.3 İnç,,,,Microsoft,,"₺19.760,00",16 GB,,Katı Hal Sürücüsü (SSD),,"4,5 / 5 yıldız",Microsoft,,Intel,,,Bilinmeyen,,,,,,,,,,,,,,,,4,,,,,1 TB,,KJW-00001,,,32.31 x 23.04 x 4.85 cm; 789.25 gram,"802.11a/b/g/n/ac, 802.11abg, 802.11a/b/g/n, 802.11a",,,,,,,,Dokunmatik Ekran,,,,,,13.5 Saat,1000 GB,,,1000 GB,,,KJW-00001,KJW-00001,Evet,Evet,,2,,Hayır,Hayır,1,,,,,,,,,,,,,16:9,4 Milliseconds,,,,,,,,,,,,,,
B07HZL1NWW,13.5 İnç,Dizüstü Bilgisayar,,,Microsoft,,"₺17.059,50",8 GB,,SSD,,"4,4 / 5 yıldız",Microsoft,,,,,Bilinmeyen,,AGP,,,,,,,,,,,,,,4,,,,,,,LQN-00024,,,30.81 x 22.33 x 2.44 cm; 1.25 Kilogram,"802.11a/b/g/n/ac, 802.11abg, 802.11a/b/g/n, 802.11a",,,,,,,,Dokunmatik Ekran,,,,,,,256,,,256 GB,,,LQN-00024,LQN-00024,Evet,Evet,,,2019,,,1,,,,Notebook,,,,,,,,,16:9,4 Milliseconds,,,,,,,,,,,,,,
B07HZKB4P3,13.5 İnç,Dizüstü Bilgisayar,,,Microsoft,,"₺15.999,00",8 GB,,,,"4,3 / 5 yıldız",Microsoft,,,Wifi,,Bilinmeyen,,AGP,,,,,,,,,,,,,,4,,,,,256 GB,,LQQ-00001,,,30.81 x 22.33 x 2.44 cm; 1.28 Kilogram,"802.11a/b/g/n/ac, 802.11abg, 802.11a/b/g/n, 802.11a",,,,,,,,Dokunmatik Ekran,,,,,Bluetooth,,256,,,256 GB,,,LQQ-00001,LQQ-00001,Evet,Evet,,,2019,,,1,,,,,,,,,,,,,16:9,4 Milliseconds,,,,,,,,,,,,,,
B07HZK7D2S,13.5 İnç,Dizüstü Bilgisayar,,,Microsoft,,"₺17.999,00",16 GB,,SSD,,"4,1 / 5 yıldız",Microsoft,,Intel,,,Bilinmeyen,,Tümleşik,,,,,,,,,,,,,,4,Core i7,Windows 10,,,,,LQS-00024,,,30.81 x 22.33 x 2.44 cm; 1.28 Kilogram,"802.11a/b/g/n/ac, 802.11abg, 802.11a/b/g/n, 802.11a",,,,,,,Dokunmatik Ekran,Dokunmatik Ekran,,,,,"Mini-DisplayPort, USB 3.0",,512,,,512 GB,,,LQS-00024,LQS-00024,Evet,Evet,,1,2019,,,1,,,,,,,,,,,,,16:9,4 Milliseconds,,,,,,,,,,,,,,
B07HZ886KZ,13.5 İnç,Dizüstü Bilgisayar,,,Microsoft,,"₺13.999,00",8 GB,,SSD,,"4,3 / 5 yıldız",Microsoft,,,,,Bilinmeyen,,Tümleşik,,,,,,,,,,,,,,4,,,,,,,LQN-00001,,,30.81 x 22.33 x 2.44 cm; 1.25 Kilogram,"802.11a/b/g/n/ac, 802.11abg, 802.11a/b/g/n, 802.11a",,,,,,,,Dokunmatik Ekran,,,,,"Mini-DisplayPort, USB 3.0",,256,,,256 GB,,,LQN-00001,LQN-00001,Evet,Evet,,,2018,,,1,,,,Notebook,,,,,,,,,16:9,4 Milliseconds,,,,,,,,,,,,,,
B07HHHW5WK,13.3 İnç,Dizüstü Bilgisayar,NVIDIA GeForce MX110,,Asus,,"₺7.429,00",8 GB,,,,"3,9 / 5 yıldız",Asus,,Intel,"USB, HDMI",,DDR3 SDRAM,,Bilinmeyen,,,,,,,,,,,,,,4,,,,,,,90NB0HT3-M03420,,,21.6 x 1.3 x 31 cm; 980 gram,801.11ac,,,,,,,,Tuş Takımı,,,,,"MicroSD, USB, HDMI, USB 2.0, USB-C",,256 GB,,,256 GB,,,90NB0HT3-M03420,90NB0HT3-M03420,Evet,Evet,,,,,,,,,,,,,,,,,,,,,Evet,,,,,,,,,,,,,
B07F36STT7,,,,,TOSHIBA,,"₺8.063,29",8 GB,Mavi,SSD,,,Üretici : Toshiba,4 kg,,,,,,,,,,,,,,,,,,,,,,Windows 10,,,,,,,,,,,,,,,,,,MfrPartNumber3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07F36KB65,,,,,TOSHIBA,,"₺11.624,90",8 GB,Siyah,SSD,,,Üretici : Toshiba,,Intel,,,Bilinmeyen,,,,,,,,,,,,,,,3 GHz,,,Windows 8,,,1 TB,,,,,,Bluetooth,,,,,,,,,MfrPartNumber3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07F35QTG2,15.6 İnç,,,,TOSHIBA,,"₺10.302,90",8 GB,Siyah,,,,Üretici : Toshiba,,Intel,,DDR3L,Bilinmeyen,,,,,,,,,,,,,,,3 GHz,8,Core i7,Windows,,,1 TB,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
B07F355RCN,,,,,TOSHIBA,,"₺9.225,90",8 GB,,,,,Üretici : Toshiba,,,,,,,,,,,,,,,,,,,,3 GHz,8,Core i5,FreeDos,,,500 GB,,11,,,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
B07DC9D7TY,13.3 İnç,Ultrabook,Intel,Intel,Dell,,"₺12.728,16",8 GB,Gümüş,SSD,,,Dell Computers,2.42 kg,Intel,Wi-Fi,,DDR4 SDRAM,,Bilinmeyen,Intel_hd,DDR3 SDRAM,,Cihazın içinde pil vardır.,,Hayır,,Evet,,9360-QT55W1082N,2,3200x 1800 piksel,4 GHz,4,Core i7,Windows 10,,,256 TB,,9360-QT55W1082N,,8 GB,11.98 x 7.88 x 0.33 cm; 2.42 Kilogram,802.11ac,,3200x 1800 piksel,Hayır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07CTSYMFM,18.4 İnç,Notebook,Nvidia,,Msi,,"₺40.618,83",32 GB,,Hibrit,Solid State,,MSI COMPUTER,11.2 kg,Intel,Wi-Fi,DDR4,DDR4 SDRAM,,Tümleşik,Nvidia_geforce_gtx_1080,GDDR5,75 Vat Saat,Piller cihazla birlikte paketlenmiştir,,"Blu-Ray Okuyucu, DVDRW",2 Saat,Evet,,GT83 TITAN 8RG-018TR,5,1920 x 1080,4.3 GHz,6,Core i7,Windows 10,,,1024 GB,,GT83 Titan 8RG-018TR,,8 GB,34 x 46 x 4 cm; 11.16 Kilogram,801.11ac,2666 MHz,1920 x 1080,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5 Volts,,,,,,,,,,,
B07CMK2184,15.6 İnç,Notebook,GeForce® GTX,Nvidia,Casper,,"₺10.460,80",16 GB,Siyah,Hibrit,,5 / 5 yıldız,Casper,4.4 kg,Intel,Wi-Fi,DDR4,DDR4 SDRAM,,PCI-E,Nvidia_geforce_gtx_1050,DDR5 SDRAM,,,,Hayır,6 Saat,,,G650.7700-B160P,3,1920*1080 piksel,2.8 GHz,4,Core i7,Windows 10,,,,,G650.7700-B160P,,4 GB,38.5 x 26.1 x 2.5 cm; 4.4 Kilogram,801.11ac,,1920*1080 piksel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079R1NT8R,17.3 İnç,Notebook,NVIDIA GeForce GTX 1080,Intel,HP,,"₺26.024,34",32 GB,,Hibrit,,,hp,8.12 kg,Intel,Wi-Fi,SDRAM,DDR4 SDRAM,,,Intel_hd,,99 Vat Saat,Cihazın içinde pil vardır.,,Hayır,11 Saat,Evet,1 Lityum İyon pil gereklidir. (piller ürüne dahildir),2PJ71EA,3,3840 x 2160 piksel,3.9 GHz,4,Core i7,Windows 10,,,1 TB,,2PJ71EA,,8 GB,32.72 x 42.5 x 3.64 cm; 8.12 Kilogram,802.11a/b/g/n,2800 MHz,3840 x 2160 piksel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0798Q54YW,15.6 İnç,Dizüstü Bilgisayar,NVIDIA,NVIDIA,IT-tradeport GmbH,,"₺6.999,00",8 GB,Asteroid-Silber,SSD,Solid State,,IT-tradeport GmbH,2 kg,Intel,Wi-Fi,Ddr_4,SODIMM,,,MX 110,GDDR4,31 Vat Saat,,3,Optik Sürücü Yok,1 Saat,Hayır,,,1,1366x768,1.6 GHz,2,Core i3,Windows 10,,,250 GB,1,,Windows,4.00,38.4 x 24.3 x 2.5 cm; 2 Kilogram,802.11bgn,2666 MHz,1024 x 768 piksel,Hayır,1,,,,,2UB92ES#ABD,,,,,,,LED,DVD+/-RW,,1 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0797WG2XJ,15.6 İnç,Dizüstü Bilgisayar,NVIDIA,NVIDIA,PC Shop Etteln,,"₺9.199,00",8 GB,Siyah,SSD,Solid State,,PC-Shop Etteln,2.1 kg,Intel,Bluetooth,Ddr_4,DDR4 SDRAM,,,MX 110,GDDR4,2 Vat Saat,,2,Optik Sürücü Yok,2 Saat,Evet,,Acer Aspire,1,1366x768,1.3 MHz,4,Core i5-10210U,Windows 10,,,512 GB,1,,PC,4 GB,38.2 x 25.91 x 2.21 cm; 2.1 Kilogram,802.11bgn,2666 MHz,1024 x 768 piksel,Hayır,1,,,,,NX.GNPEV.016,,,,,,,LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B078ZT4WD1,15.6 İnç,Geleneksel.,NVIDIA,NVIDIA,Lenovo,,"₺8.599,00",8 GB,Gri,SSD,Solid State,5 / 5 yıldız,Lenovo,2.05 kg,Intel,Bluetooth,Ddr_4,DDR4 SDRAM,32 GB,PCI-E,MX 110,GDDR4,,,,Optik Sürücü Yok,2 Saat,Evet,,Lenovo Thinkpad,1,,1.3 GHz,4,Core i5-10210U,Windows 10,,,256 GB,1,81AX00FGGE,Windows,4 GB,37.5 x 25.3 x 2.23 cm; 2.05 Kilogram,"802.11b, 802.11a, 802.11g",2400 MHz,,Hayır,1,,,,,,,120 Volts,2 watt,,,,LED,,,,,,,,,,,,,,,,,5400 Dakika Başına Devir,,,,,,,,,,,,,,,,,,,,,,,,,
B078KLY5Y8,15.6 İnç,Dizüstü Bilgisayar,NVİDİA GEFORCE,NVIDIA,PC Shop Etteln,,"₺9.199,00",12 GB,Siyah,SSD,Solid State,,PC-Shop Etteln,1.9 kg,Intel,WLAN,Ddr_4,DDR4 SDRAM,,,MX 130,GDDR4,41 Vat Saat,,4,Yok,2 Saat,Hayır,,,1,1366x768,1.6 GHz,2,Core i5-1035G1,Windows 10,,,512 GB,1,,PC,4 GB,38 x 26.2 x 2.3 cm; 1.9 Kilogram,802.11bgn,2666 MHz,1.366 x 768,Hayır,1,,,,,80TH001UGE,,,,,,,HD,DVD+/-RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Saat,,,,,,,,,,
